"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"DCA23WA350","OCC","192540","2023-06-28T04:00:00Z","Unknown","","China","","G-YMML","FALSE","None","","","0","0","0","","","0","0","BOEING","777","AIR","","","FALSE","","SCHD","","129","None","","British Airways","N/A","FALSE","","",
"DCA23WA345","OCC","192508","2023-06-28T01:42:00Z","Dhaka","","Bangladesh","","HZ-AK28","FALSE","None","","","0","0","0","","","0","0","BOEING","777","AIR","","","FALSE","","SCHD","","129","None","","Saudia Airlines","N/A","FALSE","","",
"DCA23WA471","INC","193591","2023-06-26T19:57:00Z","Santa Clara","","Cuba","","C-FFPH","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","129","Minor","","Sunwing Airlines","N/A","FALSE","","",
"DCA23WA351","OCC","192555","2023-06-26T04:00:00Z","Dubai","","United Arab Emirates","","A6-FNC","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","129","Minor","","Flydubai","N/A","FALSE","","",
"DCA23WA335","ACC","192472","2023-06-23T16:22:00Z","Chek Lap Kok","","Hong Kong","","B-KPQ","FALSE","None","","Serious","0","2","9","","","0","0","BOEING","777","AIR","","","FALSE","","SCHD","","NUSC","None","","Cathay Pacific Airways","N/A","FALSE","","",
"DCA23WA334","INC","192467","2023-06-20T18:45:00Z","Shiraz","","Iran","","EP-SIR","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","NUSC","None","","SAHA Airlines","N/A","FALSE","","",
"DCA23WA348","INC","192537","2023-06-20T17:52:00Z","Frankfurt","","Germany","","CC-CXK","FALSE","None","","","0","0","0","","","0","0","BOEING","767","AIR","","","FALSE","","SCHD","","129","Minor","","LATAM Airlines","N/A","FALSE","","",
"DCA23WA327","ACC","192434","2023-06-18T04:00:00Z","Taipei","","Taiwan","","9V-OJF","FALSE","None","","None","0","0","0","","","0","0","BOEING","787","AIR","","","FALSE","2","","","NUSC","Minor","","Scoot Airlines","N/A","FALSE","","",
"DCA23WA329","INC","192436","2023-06-18T04:00:00Z","Brisbane","","Australia","","VH-NXN","FALSE","None","","","0","0","0","","","0","0","BOEING","717","AIR","","","FALSE","2","SCHD","","NUSC","None","","QantasLink","N/A","FALSE","","",
"DCA23WA328","ACC","192435","2023-06-15T17:40:00Z","Singapore","","Singapore","","G-STBL","FALSE","None","","Serious","0","1","0","","","0","0","BOEING","777","AIR","","","FALSE","2","SCHD","","129","None","","British Airways","N/A","FALSE","","",
"DCA23WA333","INC","192462","2023-06-14T04:00:00Z","Heraklion","","Greece","","OK-TSO","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","NUSC","None","","Smartwings","N/A","FALSE","","",
"DCA23WA318","INC","192376","2023-06-12T17:30:00Z","Manchester","","Gabon","","G-FDZX","FALSE","None","","","0","0","0","","","53.355831","-2.271188","BOEING","737","AIR","","Manchester Airport","FALSE","","","","UNK","None","","","N/A","FALSE","","",
"DCA23WA317","INC","192375","2023-06-12T06:22:00Z","Perth Airport","","Austria","","VH-IWQ","FALSE","None","","","0","0","0","","","-31.944487","115.971023","BOEING","737","AIR","","Peth Aerodrome","FALSE","","","","NUSC","None","","","N/A","FALSE","","",
"DCA23WA311","INC","192354","2023-06-10T22:35:00Z","Casablanca","","Morocco","","CN-RGV","FALSE","None","","","0","0","0","","","33.367222","-7.589722","BOEING","737","AIR","GMMN","Mohammed V International Airport","FALSE","","SCHD","","NUSC","Unknown","","Royal Air Moroc","N/A","FALSE","","",
"DCA23WA314","INC","192366","2023-06-06T04:00:00Z","Cambridge","","Australia","","VH-NXM","FALSE","None","","None","0","0","0","","","-42.834372","147.509166","BOEING","717","AIR","","","FALSE","","","","NUSC","None","","","N/A","FALSE","","",
"DCA23LA305","ACC","192293","2023-06-01T17:06:00Z","Chicago","Illinois","United States","","N28457","FALSE","DirectorBrief","2023-10-16T04:00:00Z","Serious","0","1","0","An encounter with convectively-induced turbulence (CIT).","","42.6315","-88.2718","BOEING","737-924ER","AIR","","","FALSE","2","SCHD","","121","None","VMC","UNITED AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=192293","10/16/2023 6:00:00 PM",
"DCA23WA306","INC","192297","2023-06-01T00:44:00Z","Merida","","Mexico","","XA-PPP","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","None","","AEROMEXICO","N/A","FALSE","","",
"DCA23WA325","INC","192432","2023-05-29T16:53:00Z","Bangkok","","Thailand","","B-2425","FALSE","None","","","0","0","0","","","13.6811","100.747002","BOEING","747","AIR","BKK","Suvarnabhumi Airport","FALSE","","SCHD","","NUSC","Minor","","China Cargo Airlines","N/A","FALSE","","",
"DCA23WA301","INC","192270","2023-05-27T21:56:00Z","Jeddah","","Saudi Arabia","","SU-GEM","FALSE","None","","None","0","0","0","","","21.679444","39.156667","BOEING","737","AIR","JED","King Abdulaziz International Airport","FALSE","2","SCHD","","NUSC","Unknown","","Egypt Air","N/A","FALSE","","",
"DCA23WA303","INC","192289","2023-05-19T01:39:00Z","Abu Dhabi","","United Arab Emirates","","A6-ETP","FALSE","None","","None","0","0","0","","","0","0","BOEING","777","AIR","OMAA","Abu Dhabi International Airport","FALSE","","","","NUSC","Unknown","","Etihad Airways","N/A","FALSE","","",
"DCA23WA289","INC","180443","2023-05-14T17:01:00Z","Luxembourg","","Luxembourg","","LX-OCV","FALSE","None","","None","0","0","0","","","0","0","BOEING","747","AIR","ELLX","Luxembourg Airport","FALSE","","SCHD","","129","Minor","","Cargolux Airlines International","N/A","FALSE","","",
"DCA23WA292","INC","192229","2023-05-10T10:52:00Z","Bangkok","","Thailand","","A7-BAN","FALSE","None","","Serious","0","1","15","","","0","0","BOEING","777","AIR","","","FALSE","","SCHD","","129","None","","Qatar Airways","N/A","FALSE","","",
"DCA23WA283","INC","174522","2023-05-08T08:44:00Z","London","","United Kingdom","","G-VIIK","FALSE","None","","","0","0","0","","","0","0","BOEING","777","AIR","","","FALSE","","","","NUSC","None","","","N/A","FALSE","","",
"DCA23WA274","INC","122572","2023-05-07T15:05:00Z","Abuja","","Nigeria","","5N-MBD","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","Substantial","","Max Air","N/A","FALSE","","",
"DCA23WA298","ACC","192261","2023-05-06T04:00:00Z","Tokyo","","Japan","","N580UP","FALSE","None","","","0","0","0","","","0","0","BOEING","747-428F","AIR","","","FALSE","4","","","129","Substantial","","","N/A","FALSE","","",
"DCA23WA280","INC","139287","2023-05-05T13:23:00Z","Quito","","Ecuador","","HC-CTF","FALSE","None","","","0","0","0","","","-0.123222","-78.360355","BOEING","737","AIR","","","FALSE","","","","NUSC","None","","Aeroregional","N/A","FALSE","","",
"DCA23WA282","INC","174521","2023-04-29T02:07:00Z","Munster/Osnabruck","","Germany","","TC-SOH, 9H-CXD","FALSE","None","","","0","0","0","","","0","0","BOEING, BOEING","737, 737","AIR,AIR","","","FALSE,FALSE",",","",",","NUSC,NUSC","Minor,Minor","",",","N/A","FALSE","","",
"ENG23WA027","INC","107308","2023-04-22T20:00:00Z","Bogotá","","Colombia","","HK 5239","FALSE","None","","None","0","0","0","","","4.703361","-74.145479","BOEING","727","AIR","SKBO","El Dorado Airport - Bogotá","FALSE","","","","129","None","","AEROSUCRE S.A.","N/A","FALSE","","",
"DCA23LA252","ACC","107126","2023-04-22T12:00:00Z","Atlantic Ocean","Atlantic Ocean","United States","","N770AN","FALSE","DirectorBrief","","Serious","0","1","3","","","39.011172","-41.008763","BOEING","777-223","AIR","","","FALSE","2","SCHD","","121","None","","AMERICAN AIRLINES INC","In work","FALSE","","",
"DCA23WA241","INC","107082","2023-04-17T15:09:00Z","Mexico City","","Mexico","","N694DL","FALSE","None","","","0","0","0","","","0","0","BOEING","757-232","AIR","","","FALSE","2","SCHD","","121","Minor","","DELTA AIR LINES INC","N/A","FALSE","","",
"DCA23WA238","INC","107062","2023-04-17T04:00:00Z","Nairobi","","Kenya","","9V-SF0","FALSE","None","","None","0","0","0","","","0","0","BOEING","747","AIR","HKJK","Jomo Kenyatta International Airport","FALSE","","NSCH","","NUSC","Minor","","Singapore Airlines","N/A","FALSE","","",
"CEN23LA156","ACC","107054","2023-04-13T10:45:00Z","Evansville","Indiana","United States","","N50142","FALSE","DirectorBrief","2023-06-06T04:00:00Z","None","0","0","0","The pilot’s failure to engage the tailwheel lock before landing which resulted in the loss of control and ground loop.","","38.043708","-87.534187","BOEING","A75N1(PT17)","AIR","EVV","EVANSVILLE RGNL","FALSE","1","","PERS","091","Substantial","VMC","EVANSVILLE P-47 FOUNDATION INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=107054","6/7/2023 5:00:00 PM",
"DCA23WA245","INC","107105","2023-04-13T04:00:00Z","Luqa","","Malta","","9H-VVH","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","LMML","Malta International Airport","FALSE","","SCHD","","NUSC","Minor","","Malta Air Ltd","N/A","FALSE","","",
"DCA23WA235","ACC","107057","2023-04-09T04:00:00Z","Dublin","","Ireland","","EI-DHH","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","EIDW","Dublin Airport","FALSE","","SCHD","","NUSC","Substantial","","Ryanair","N/A","FALSE","","",
"DCA23WA242","INC","107085","2023-04-05T11:40:00Z","Frankfurt","","Germany","","D-ALFJ","FALSE","None","","None","0","0","0","","","0","0","BOEING","777","AIR","","","FALSE","","SCHD","","NUSC","None","","Lufthansa Cargo","N/A","FALSE","","",
"DCA23WA226","INC","107002","2023-04-02T17:50:00Z","Pyrzowice","","Poland","","SP-ENO","FALSE","None","","None","0","0","0","","","50.474167","19.08","BOEING","737","AIR","","","FALSE","2","","","NUSC","None","","Enter Air","N/A","FALSE","","",
"DCA23WA224","INC","107000","2023-03-30T10:53:00Z","Jakarta","","Indonesia","","PK-GMC","FALSE","None","","None","0","0","0","","","-6.125556","106.655833","BOEING","737","AIR","WIII","Soekarno - Hatta International Airport","FALSE","2","SCHD","","NUSC","Unknown","","PT Garuda Indonesia","N/A","FALSE","","",
"DCA23WA222","INC","106988","2023-03-30T04:00:00Z","Belize City","","Belize","","N940AN","FALSE","None","","","0","0","0","","","0","0","BOEING","737-823","AIR","","","FALSE","2","SCHD","","121","None","","American Airlines","N/A","FALSE","","",
"DCA23WA263","INC","107198","2023-03-28T04:00:00Z","Pacific Ocean","","Japan","","9V-SWQ","FALSE","None","","","0","0","0","","","34.65376","-132.10742","BOEING","777","AIR","","","FALSE","2","SCHD","","NUSC","Unknown","","Singapore Airlines Ltd","N/A","FALSE","","",
"DCA23WA236","ACC","107058","2023-03-22T04:53:00Z","Incheon","","Republic Of Korea","","HL8254","FALSE","None","","Serious","0","1","0","","","0","0","BOEING","777","AIR","","","FALSE","","","","NUSC","None","","Asiana Airlines","N/A","FALSE","","",
"DCA23LA213","ACC","106933","2023-03-21T15:23:00Z","Sacramento","California","United States","","N79011","FALSE","DirectorBrief","2023-06-16T04:00:00Z","Serious","0","1","0","An encounter with forecast convective turbulence during climb.","","38.41679","-121.56391","BOEING","777-224","AIR","","","FALSE","2","SCHD","","121","None","VMC","UNITED AIRLINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106933","6/20/2023 7:00:00 PM",
"DCA23WA225","INC","107001","2023-03-11T12:51:00Z","Nuremberg","","Germany","","PH-BGF","FALSE","None","","None","0","0","0","","","49.498611","11.078056","BOEING","737","AIR","EDDN","Nuremburg Airport","FALSE","2","SCHD","","NUSC","None","","KLM Royal Dutch Airlines","N/A","FALSE","","",
"DCA23WA205","INC","106868","2023-03-06T23:36:00Z","East Midlands","","United Kingdom","","G-JMCU","FALSE","None","","None","0","0","0","","","52.833333","-1.333333","BOEING","737","AIR","EGNX","East Midlands Airport","FALSE","2","","","NUSC","None","","West Atlantic","N/A","FALSE","","",
"DCA23WA189","OCC","106795","2023-02-27T21:06:00Z","Budapest","","Hungary","","OE-IWD","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","NSCH","","NUSC","None","","","N/A","FALSE","","",
"DCA23WA206","INC","106869","2023-02-18T08:30:00Z","Sydney","","Australia","","VH-??","FALSE","None","","","0","0","0","","","-33.740551","150.999634","BOEING","787","AIR","YSSY","Sydney Airport","FALSE","2","","","NUSC","None","","TBD","N/A","FALSE","","",
"DCA23LA179","INC","106768","2023-02-16T21:59:00Z","Sarasota","Florida","United States","","N976NN, C-FJQH","FALSE","DirectorBrief","","None","0","0","0","","","27.3951","-82.5538","BOEING, AIRBUS","737-823, 321","AIR,AIR","KSRQ","Sarasota- Bradenton  International","FALSE,FALSE","2,","SCHD",",","121,129","None,None","VMC","AMERICAN AIRLINES INC,Air Canada Rouge","In work","FALSE","","",
"DCA23WA177","OCC","106752","2023-02-13T09:09:00Z","Istanbul","","Turkey","","TC-JJJ","FALSE","None","","","0","0","0","","","0","0","BOEING","777","AIR","","","FALSE","","SCHD","","129","None","","Turkish Airlines","N/A","FALSE","","",
"DCA23LA170","ACC","106723","2023-02-10T22:51:00Z","Rushville","Indiana","United States","","N944AN","FALSE","DirectorBrief","2024-03-12T04:00:00Z","Serious","0","1","0","An encounter with clear air turbulence during descent.","","39.61003","-85.45","BOEING","737","AIR","","","FALSE","2","SCHD","","121","None","VMC","American Airlines","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=106723","3/12/2024 6:00:00 PM",
"DCA23WA166","OCC","106719","2023-02-10T12:30:00Z","Prestwick","","United Kingdom","","N197DN","FALSE","None","","","0","0","0","","","55.509444","-4.594444","BOEING","767-332","AIR","","","FALSE","2","SCHD","","NUSC","Unknown","","DELTA AIR LINES INC","N/A","FALSE","","",
"DCA23WA178","INC","106753","2023-02-10T02:10:00Z","Paris","","France","","TF-BBL","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","NSCH","","129","None","","Blue Nordic","N/A","FALSE","","",
"DCA23WA165","OCC","106717","2023-02-09T12:15:00Z","Mediterranean Sea","","Netherlands","","PH-BQO","FALSE","None","","","0","0","0","","","35.063013","17.717007","BOEING","777","AIR","","","FALSE","2","SCHD","","NUSC","None","","KLM Royal Dutch Airlines B.V.","N/A","FALSE","","",
"DCA23WA159","INC","106711","2023-02-09T01:15:00Z","Brazzaville","","Congo","","5N-OTT","FALSE","None","","None","0","0","0","","","-4.251667","15.253056","BOEING","737","AIR","FCBB","Maya Maya Airport","FALSE","2","","","NUSC","Unknown","","Allied Air Cargo","N/A","FALSE","","",
"DCA23WA150","ACC","106686","2023-02-06T05:00:00Z","Womarden","","Australia","","N619SW","FALSE","None","","Minor","0","0","2","","","-33.880941","119.878013","BOEING","737-3H4","AIR","","","FALSE","2","NSCH","FIRF","UNK","Substantial","","Coulson Aviation","N/A","FALSE","","",
"DCA23FA149","INC","106680","2023-02-04T07:40:00Z","Austin","Texas","United States","","N7827A, N297FE","FALSE","Report","","None","0","0","0","","","30.1975","-97.6664","BOEING, BOEING","737-79P, 767-32LF","AIR,AIR","AUS","Austin-Bergstrom International Airport","FALSE,FALSE","2,2","SCHD",",","121,121","None,None","","SOUTHWEST AIRLINES CO,FEDERAL EXPRESS CORP","In work","FALSE","https://data.ntsb.gov/Docket?ProjectID=106680","11/29/2023 10:00:00 PM",
"DCA23WA184","OCC","106777","2023-02-04T05:00:00Z","Derby","","United Kingdom","","N370UP","FALSE","None","","Serious","0","1","0","","","52.830684","-1.328283","BOEING","767-300F","AIR","","","FALSE","2","","","121","None","","UNITED PARCEL SERVICE CO","N/A","FALSE","","",
"DCA23WA143","INC","106665","2023-01-27T06:00:00Z","Auckland","","New Zealand","","ZK-OKN","FALSE","None","","","0","0","0","","","-37.008099","174.792007","BOEING","777-319ER","AIR","AKL","Auckland International Airport","FALSE","","","","NUSC","Minor","","Air New Zealand Ltd","N/A","FALSE","","",
"DCA23WA138","INC","106638","2023-01-26T10:05:00Z","Merauke-Papua Island","","Indonesia","","PK-LFO","FALSE","None","","None","0","0","0","","","-2.57695","140.516007","BOEING","737","AIR","WAJJ","Sentani Airport","FALSE","","SCHD","","NUSC","Minor","","PT. Lion Mentari Airlines","N/A","FALSE","","",
"DCA23WA137","ACC","106637","2023-01-25T05:00:00Z","Narita","","Japan","","JA603A","FALSE","None","","None","0","0","0","","","35.764702","140.386002","BOEING","767","AIR","NRT","Narita International Airport","FALSE","","","","129","Substantial","","All Nippon Airways Co., Ltd.","N/A","FALSE","","",
"DCA23LA133","INC","106632","2023-01-23T17:11:00Z","Honolulu","Hawaii","United States","","N774UA, N145KA","FALSE","DirectorBrief","","None","0","0","0","","","21.318701","-157.92199","BOEING, CESSNA","777-222, 208B","AIR,AIR","HNL","DANIEL K INOUYE INTL","FALSE,FALSE","2,1","SCHD",",","121,135","None,None","","UNITED AIRLINES INC,KAMAKA AIR LLC","In work","FALSE","","",
"DCA23WA160","ACC","106712","2023-01-21T13:00:00Z","Niederrhein/Weeze","","Germany","","9H-QDU","FALSE","None","","Serious","0","1","0","","","51.6025","6.142222","BOEING","737","AIR","EDLV","Weeze Airport","FALSE","2","SCHD","","NUSC","None","","Ryanair","N/A","FALSE","","",
"ENG23WA012","INC","106601","2023-01-18T05:00:00Z","Sydney","","Australia","","VH-XZB","FALSE","None","","None","0","0","0","","","-35.440736","166.691557","BOEING","737","AIR","","","FALSE","","","","UNK","None","","Qantas","N/A","FALSE","","",
"DCA23LA125","INC","106577","2023-01-13T21:44:00Z","Queens","New York","United States","","N914DU, N754AN","FALSE","DirectorBrief","","None","0","0","0","","","40.6413","-73.7781","BOEING, BOEING","737-900ER, 777-223","AIR,AIR","KJFK","John F. Kennedy International Airport","FALSE,FALSE","2,2","SCHD",",","121,121","None,None","VMC","Delta Airlines,American Airlines","In work","FALSE","https://data.ntsb.gov/Docket?ProjectID=106577","1/29/2024 7:00:00 PM",
"ENG23WA023","INC","106848","2023-01-12T20:17:00Z","Guadalajara","","Mexico","","B-LJD","FALSE","None","","None","0","0","0","","","0","0","BOEING","747","AIR","MMGL","Miguel Hidalgo y Costilla Guadalajara International Airport","FALSE","","","","129","Minor","","Cathay Pacific Airways","N/A","FALSE","","",
